ID,Name(Romaji),Name(Localised),Gender,Type,Position,Alt Position,Element,Preferred Playstyle,Total Stats,usage_rate
1758,Chohaku Kaku,Larry Pogue,Male,Player,FW,MF,Forest,Tension,665,0.0
1759,Oze Kadotsuka,Rob Cardson,Male,Player,DF,MF,Fire,Justice,663,0.0
1760,Nahito Sekiya,Ken Mayfield,Male,Player,DF,FW,Forest,Rough Play,672,0.0
1761,Tsubasa Shoryu,Casey Leather,Male,Player,MF,FW,Wind,Tension,667,0.0
1762,Hayato Kamimaru,Ethan Swallow,Male,Player,MF,DF,Wind,Justice,667,0.0
1763,Daruma Akasaka,Bob Daruma,Male,Player,MF,FW,Mountain,Justice,667,0.0
1764,Ichimonji Kurosaki,Mitch Blackston,Male,Player,FW,MF,Fire,Breach,666,0.0
1765,In Chikita,In Chikita,Male,Player,FW,MF,Fire,Counter,665,0.0
1769,Toramaru Utsunomiya,Austin Hobbes,Male,Player,FW,MF,Forest,Counter,682,0.0
1770,Seiya Tobitaka,Archer Hawkins,Male,Player,DF,MF,Wind,Breach,674,0.0
1771,Hiroto Kiyama,Xavier Foster,Male,Player,FW,MF,Fire,Counter,692,0.0
1772,Ryuji Midorikawa,Jordan Greenway,Male,Player,MF,FW,Forest,Bond,684,0.0
1773,Akio Fudo,Caleb Stonewall,Male,Player,MF,FW,Fire,Rough Play,693,0.0
1774,Michiya Kudo,Percival Travis,Male,Manager,MF,DF,Forest,Justice,683,0.0
1775,Fuyuka Kudo,Camellia Travis,Female,Coordinator,DF,MF,Forest,Counter,675,0.0
1776,Kazuto Megane,Isaac Glass,Male,Player,FW,MF,Forest,Tension,671,0.0
1777,Gene Baker,Gene Whalon,Male,Player,GK,MF,Wind,Justice,667,0.0
1778,David Waterman,David Waterman,Male,Player,DF,MF,Wind,Bond,663,0.0
1779,Shine Beach,Sonny Shore,Male,Player,DF,MF,Fire,Justice,663,0.0
1780,Karmei Kohler,Kjell Snapper,Male,Player,DF,GK,Forest,Rough Play,663,0.0
1781,Clark Kane,Ken Crackham,Male,Player,DF,MF,Forest,Rough Play,663,0.0
1782,Shuri Princeton,Shawn Princeton,Male,Player,MF,DF,Fire,Bond,667,0.0
1783,Matt Angle,Matt Fischer,Male,Player,MF,DF,Fire,Justice,667,0.0
1784,Surf Wyndhas,Hank Tennyson,Male,Player,MF,FW,Wind,Breach,667,0.0
1785,Niece Dolphin,Dolph Hensen,Male,Player,MF,DF,Wind,Rough Play,672,0.0
1786,Reef Hamilton,Hamilton Reith,Male,Player,FW,MF,Forest,Justice,665,0.0
1787,Joe Jones,Joe Dawes,Male,Player,FW,DF,Fire,Breach,665,0.0
1788,Quincy Horst,Quincy Horace,Male,Player,GK,FW,Forest,Breach,656,0.0
1789,Holly Summers,Holly Summers,Male,Player,MF,DF,Fire,Bond,667,0.0
1790,Clive Scissors,Derek Rabson,Male,Player,MF,DF,Mountain,Tension,667,0.0
1791,Barack Daniels,Barack Daniels,Male,Player,DF,GK,Wind,Counter,663,0.0
1792,Bruce Merlin,Bruce Marlin,Male,Player,FW,MF,Mountain,Bond,665,0.0
1793,Robert Kleiser,Robert Kleiser,Male,Manager,FW,MF,Fire,Bond,666,0.0
1794,Nasir Mustafa,Nasir Mustafa,Male,Player,GK,DF,Fire,Rough Play,656,0.0
1795,Fal Farooq,Faraz Farooq,Male,Player,DF,MF,Forest,Counter,663,0.0
1796,Bilal Kalil,Bilal Kalil,Male,Player,DF,FW,Forest,Rough Play,672,0.0
1798,Jamel Jamadu,Jamila Wali,Male,Player,DF,MF,Mountain,Justice,663,0.0
1799,Musa Sylla,Musa Sylla,Male,Player,DF,MF,Forest,Bond,663,0.0
1800,Yusuf Muhadi,Yusuf Massoud,Male,Player,MF,FW,Wind,Rough Play,667,0.0
1801,Sulay Sulaiman,Sulayk Sulaiman,Male,Player,MF,DF,Wind,Counter,667,0.0
1802,Sayid Armand,Sayid Armand,Male,Player,MF,DF,Wind,Counter,667,0.0
1803,Messar Jasim,Mansur Jasim,Male,Player,MF,DF,Mountain,Bond,667,0.0
1804,Zack Abdulla,Zack Abdulla,Male,Player,FW,DF,Fire,Counter,666,0.0
1805,Majidi Ismail,Majdi Ismail,Male,Player,FW,GK,Forest,Tension,666,0.0
1806,Talal Hamad,Talal Hamad,Male,Player,GK,DF,Mountain,Justice,656,0.0
1807,Hassan Ahmed,Hasan Ahmed,Male,Player,DF,MF,Fire,Bond,663,0.0
1808,Khalfan Jibril,Khalfan Jibril,Male,Player,DF,MF,Forest,Rough Play,663,0.0
1809,Rajab Ismail,Rajab Ismail,Male,Player,MF,FW,Fire,Breach,667,0.0
1810,Adel Siddiq,Adel Siddique,Male,Player,FW,DF,Mountain,Justice,666,0.0
1811,Eliza Mannan,Eliza Mannan,Female,Manager,MF,FW,Mountain,Justice,667,0.0
1812,Hanzo Ishidaira,Zack Cummings,Male,Player,DF,MF,Mountain,Bond,671,0.0
1813,Yu Izuno,Wilbur Watkins,Male,Player,FW,MF,Forest,Breach,672,0.0
1814,Osamu Saginuma,Dave Quagmire,Male,Player,MF,FW,Fire,Bond,684,0.0
1815,Ryuichiro Segata,Zeke Valanche,Male,Player,FW,GK,Wind,Rough Play,671,0.0
1816,Shigeto Atsuishi,Ethan Whitering,Male,Player,MF,FW,Forest,Bond,683,0.0
1817,Jeongsu Cho,Jeongsu Cho,Male,Player,GK,MF,Forest,Tension,656,0.0
1818,Womyang Hwang,Umi Hwang,Male,Player,DF,MF,Wind,Bond,663,0.0
1819,Dooyoon Hong,Dooyoon Hong,Male,Player,DF,MF,Wind,Counter,663,0.0
1820,Myeongho Jo,Minho Cho,Male,Player,DF,FW,Fire,Tension,663,0.0
1821,Songhwan Ko,Songhwan Ko,Male,Player,DF,FW,Forest,Justice,663,0.0
1822,Paekyeong Park,Paekyeong Park,Male,Player,MF,DF,Mountain,Tension,667,0.0
1824,Eunyeong Kim,Eunyeong Kim,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
1825,Haruya Nagumo,Claude Beacons,Male,Player,FW,MF,Fire,Bond,692,0.0
1826,Changsu Choi,Changsu Choi,Male,Player,MF,DF,Fire,Counter,672,0.0
1827,Fusuke Suzuno,Bryce Whitingale,Male,Player,FW,MF,Wind,Rough Play,692,0.0
1828,Chinan Ho,Chi-Won Ho,Male,Player,GK,MF,Wind,Counter,656,0.0
1829,Hyundae Seol,Dong-Hyun Seul,Male,Player,DF,MF,Fire,Tension,663,0.0
1830,Cheongyun Yi,Jung-Hoon Yi,Male,Player,MF,DF,Forest,Breach,667,0.0
1831,Seongjun Noh,Sung-Jin Noh,Male,Player,FW,MF,Mountain,Rough Play,665,0.0
1832,Jungwon Cha,Joon-Ho Ja,Male,Player,MF,DF,Mountain,Tension,667,0.0
1833,Lee Ji Seong,Lee Ji Seong,Male,Manager,DF,GK,Wind,Bond,663,0.0
1834,Freddy McQueen,Freddy McQueen,Male,Player,GK,MF,Fire,Breach,656,0.0
1835,Jonny Gascoigne,Jonny Gascoigne,Male,Player,DF,MF,Forest,Tension,663,0.0
1836,David Buckingham,David Buckingham,Male,Player,DF,MF,Mountain,Counter,663,0.0
1837,Lance Lotton,Lance Rawton,Male,Player,DF,FW,Wind,Rough Play,663,0.0
1838,Edge Ripper,Edge Ripper,Male,Player,DF,GK,Forest,Justice,663,0.0
1839,Peter Cole,Peter Cole,Male,Player,MF,FW,Fire,Bond,667,0.0
1840,Gary Links,Gary Mane,Male,Player,MF,DF,Mountain,Breach,667,0.0
1841,Paul Appleton,Paul Appleton,Male,Player,MF,DF,Forest,Tension,667,0.0
1842,Eric Purpleton,Eric Purpleton,Male,Player,MF,FW,Fire,Counter,667,0.0
1843,Edgar Partinus,Edgar Partinus,Male,Player,FW,MF,Forest,Tension,682,0.0
1844,Phillip Owen,Phillip Owen,Male,Player,FW,MF,Mountain,Bond,665,0.0
1845,Gareth Barrett,Servilius Jeeves,Male,Player,GK,FW,Mountain,Justice,656,0.0
1846,Martin Squall,Martin Squall,Male,Player,DF,MF,Fire,Tension,663,0.0
1847,Nick Woodgate,Nick Woodgate,Male,Player,FW,MF,Wind,Counter,665,0.0
1848,Mikey Richards,Mikey Richards,Male,Player,MF,DF,Forest,Counter,667,0.0
1849,Beat Smash,Sirius Pounding,Male,Player,MF,GK,Mountain,Rough Play,667,0.0
1851,Aaron Adams,Aaron Adams,Male,Manager,FW,MF,Forest,Breach,666,0.0
1852,Indigo Lazuli,Indigo Lazuli,Male,Player,GK,DF,Mountain,Counter,656,0.0
1853,Roseo Diamante,Roseo Diamante,Male,Player,DF,MF,Fire,Breach,663,0.0
1854,Azubel Turchese,Azubel Turchese,Male,Player,DF,GK,Wind,Counter,663,0.0
1855,Nello Agata,Nello Agata,Male,Player,DF,FW,Mountain,Counter,663,0.0
1856,Azzurro Zaffire,Azzurro Zaffiro,Male,Player,DF,MF,Wind,Justice,663,0.0
1857,Verdio Smeraldo,Beldio Smeraldo,Male,Player,MF,DF,Forest,Justice,667,0.0
1858,Rosso Granato,Rosso Granato,Male,Player,MF,DF,Mountain,Counter,667,0.0
1859,Giallo Topazio,Giallo Topazio,Male,Player,MF,FW,Mountain,Bond,667,0.0
1860,Bianco Perla,Bianco Perla,Male,Player,FW,MF,Mountain,Tension,665,0.0
1861,Demonio Strada,Giulio Acuto,Male,Player,MF,FW,Fire,Rough Play,684,0.0
1863,Violette Ametista,Violetto Ametista,Male,Player,FW,MF,Wind,Breach,671,0.0
1864,Grigio Gesso,Grigio Quarzo,Male,Player,GK,DF,Forest,Tension,656,0.0
1865,Pardo Berillo,Pardo Berillo,Male,Player,DF,MF,Forest,Rough Play,663,0.0
1866,Marrone Titanito,Marrone Corniola,Male,Player,MF,DF,Mountain,Tension,667,0.0
1867,Amaranto Rubino,Amaranto Rubino,Male,Player,MF,FW,Fire,Bond,667,0.0
1868,Lattimo Opale,Avorio Opale,Male,Player,FW,MF,Forest,Breach,665,0.0
1869,Mister K,Mister D,Male,Manager,MF,DF,Wind,Justice,667,0.0
1870,Jorge Ortega,Jorge Ortega,Male,Player,GK,MF,Fire,Tension,656,0.0
1871,Teles Truehe,Thiago Torres,Male,Player,DF,MF,Fire,Counter,675,0.0
1872,Julio Acosta,Julio Acosta,Male,Player,DF,MF,Forest,Bond,663,0.0
1873,Gordo Díaz,Grande Díaz,Male,Player,DF,MF,Forest,Counter,663,0.0
1874,Ramón Martínez,Ramón Martínez,Male,Player,DF,FW,Mountain,Rough Play,663,0.0
1875,Esteban Carlos,Esteban Carlos,Male,Player,MF,DF,Wind,Counter,667,0.0
1876,Sergio Perez,Sergio Pérez,Male,Player,MF,DF,Forest,Breach,667,0.0
1877,Roberto Torres,Roberto Torres,Male,Player,MF,DF,Wind,Justice,667,0.0
1878,Pablo Castillo,Pablo Castillo,Male,Player,MF,FW,Wind,Rough Play,667,0.0
1879,Leone Badigo,Leone Badigo,Male,Player,FW,MF,Fire,Tension,666,0.0
1880,Diego Oro,Diego Oro,Male,Player,FW,MF,Mountain,Counter,665,0.0
1881,Lionel Cruz,Lionel Cruz,Male,Player,GK,DF,Wind,Rough Play,656,0.0
1882,Mario Saviola,Mario Saviola,Male,Player,FW,MF,Fire,Rough Play,666,0.0
1883,Hernán Tevez,Hernán Tévez,Male,Player,DF,MF,Wind,Rough Play,663,0.0
1884,Germán Samuel,Herman Samuel,Male,Player,MF,FW,Forest,Bond,667,0.0
1885,Ricardo Aguero,Ricardo Agüero,Male,Player,FW,MF,Mountain,Tension,666,0.0
1886,Daniel Sturbin,Daniel Sturbin,Male,Manager,FW,MF,Fire,Rough Play,665,0.0
1887,Billy Rapid,Billy Dash,Male,Player,GK,FW,Forest,Breach,656,0.0
1888,Ted Bryan,Ted Bryant,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
1889,Tony Stridas,Tony Strider,Male,Player,DF,FW,Fire,Justice,663,0.0
1890,Dyke Dynamo,Drake Dynamo,Male,Player,DF,GK,Wind,Counter,663,0.0
1891,Asuka Domon,Bobby Shearer,Male,Player,DF,MF,Forest,Tension,675,0.0
1892,Steve Woodmark,Steve Woodmark,Male,Player,MF,DF,Fire,Rough Play,667,0.0
1893,Kazuya Ichinose,Erik Eagle,Male,Player,MF,DF,Forest,Tension,683,0.0
1894,Shaun Pierce,Shane Pierce,Male,Player,MF,FW,Mountain,Bond,667,0.0
1895,Mark Krueger,Mark Krueger,Male,Player,MF,FW,Forest,Justice,684,0.0
1896,Dylan Keith,Dylan Keats,Male,Player,FW,MF,Fire,Counter,682,0.0
1897,Michele Jax,Gabriel Jax,Male,Player,FW,MF,Mountain,Rough Play,666,0.0
1898,Alex Hawk,Alex Hawke,Male,Player,GK,FW,Mountain,Justice,656,0.0
1899,Rob Parker,Corey Washington,Male,Player,DF,FW,Wind,Breach,663,0.0
1900,Bob Bobbins,Bob Bobbins,Male,Player,DF,MF,Wind,Counter,663,0.0
1901,Sammy Dempsey,Petie Pooma,Male,Player,MF,DF,Forest,Justice,667,0.0
1902,Eddie Howard,Norbert Poindexter,Male,Player,FW,DF,Fire,Justice,666,0.0
1903,Mac Scryde,Mac Scryde,Male,Manager,MF,FW,Mountain,Bond,667,0.0
1904,Gigi Blasi,Gigi Blasi,Male,Player,GK,MF,Wind,Tension,667,0.0
1905,Vento Gagliano,Vento Galliano,Male,Player,DF,MF,Wind,Justice,663,0.0
1906,Ottorino Nobili,Ottorino Nobili,Male,Player,DF,FW,Forest,Tension,663,0.0
1907,Anton Gattuso,Anton Graziuso,Male,Player,DF,MF,Fire,Tension,663,0.0
1908,Marco Maseratti,Marco Maserati,Male,Player,DF,MF,Mountain,Counter,663,0.0
1909,Angelo Gabrini,Angelo Gabrini,Male,Player,MF,DF,Wind,Counter,672,0.0
1910,Gianluca Zanardi,Gianluca Zanardi,Male,Player,MF,FW,Forest,Counter,667,0.0
1911,Giorgio Giannini,Giorgio Giannini,Male,Player,MF,DF,Mountain,Counter,667,0.0
1912,Dante Diavolo,Dante Diavolo,Male,Player,MF,DF,Fire,Breach,667,0.0
1913,Fidio Ardena,Paolo Bianchi,Male,Player,FW,MF,Forest,Tension,682,0.0
1914,Raffaele Generani,Raffaele Generani,Male,Player,FW,DF,Mountain,Counter,665,0.0
1915,Daniele Sanctis,Daniele Sanctis,Male,Player,GK,MF,Fire,Justice,656,0.0
1916,Enrico Olivier,Enrico Oliviero,Male,Player,MF,FW,Mountain,Counter,667,0.0
1917,Alessandro Rossa,Alessandro Rossa,Male,Player,MF,DF,Forest,Rough Play,667,0.0
1918,Giuseppe Cannavaro,Giuseppe Cannavaro,Male,Player,DF,MF,Wind,Counter,663,0.0
1920,Falcão da Silva,Falcão Da Silva,Male,Player,GK,MF,Mountain,Bond,656,0.0
1921,Carlos Lagarto,Carlos Lagarto,Male,Player,DF,MF,Forest,Tension,663,0.0
1922,Bagre Antônio,Antonio Bagre,Male,Player,DF,FW,Wind,Counter,663,0.0
1923,Monstro,Monstro Ximenes,Male,Player,DF,GK,Fire,Justice,663,0.0
1924,Formiga Clemens,Formiga Clemens,Male,Player,DF,MF,Mountain,Rough Play,663,0.0
1925,Presa,Presa Passos,Male,Player,MF,DF,Wind,Bond,667,0.0
1926,Borboleta Barbosa,Borboleta Barboza,Male,Player,MF,FW,Wind,Bond,667,0.0
1927,Coruja Cerezo,Coruja Cerezo,Male,Player,MF,FW,Mountain,Counter,667,0.0
1928,Leonardo Almeida,Leonardo Almeida,Male,Player,MF,FW,Forest,Tension,667,0.0
1929,Mac Ronijo,Mac Robingo,Male,Player,FW,MF,Fire,Counter,682,0.0
1930,Gato,Gato Carvalho,Male,Player,FW,MF,Fire,Breach,665,0.0
1931,Javali Ribeiro,Xavier Ribeiro,Male,Player,GK,MF,Mountain,Justice,656,0.0
1932,Urso Nogueira,Ulisses Nogueira,Male,Player,DF,FW,Fire,Bond,663,0.0
1933,Cavalo Oliveira,Gervasio Oliveira,Male,Player,DF,MF,Fire,Counter,663,0.0
1934,Tigre Mendes,Tigre Mendes,Male,Player,MF,FW,Wind,Bond,667,0.0
1935,Grilo Santos,Grillo Santos,Male,Player,FW,MF,Forest,Tension,666,0.0
1936,Leon Samus,Leão Samus,Male,Manager,DF,GK,Wind,Counter,663,0.0
1937,Garshield Bayhan,Zoolan Rice,Male,Manager,GK,FW,Forest,Breach,656,0.0
1938,Fox,Cyril Fox,Male,Player,GK,MF,Mountain,Rough Play,656,0.0
1939,Jackal,Jacques Allemand,Male,Player,DF,MF,Forest,Breach,663,0.0
1940,Lubbock Hencktucker,Phil A. Minion,Male,Player,DF,MF,Fire,Tension,672,0.0
1941,Buffalo,Buddy Plains,Male,Player,DF,MF,Forest,Justice,663,0.0
1942,Dingo,Dean Goddard,Male,Player,DF,MF,Mountain,Breach,663,0.0
1943,Owl,Cecil Crowley,Male,Player,MF,DF,Wind,Breach,667,0.0
1944,Hedgehog,Seth Hedges,Male,Player,MF,DF,Mountain,Rough Play,667,0.0
1945,Mantis,Niccolo Mantegna,Male,Player,MF,DF,Forest,Counter,667,0.0
1946,Crow,Damien Crawford,Male,Player,MF,FW,Wind,Breach,667,0.0
1947,Coyote,Avinash Chowdhury,Male,Player,FW,MF,Wind,Tension,665,0.0
1948,Scorpio,Sedgley Scofield,Male,Player,FW,MF,Forest,Bond,666,0.0
1949,Goliath,Grizzler Bruin,Male,Player,GK,DF,Fire,Justice,656,0.0
1950,Spider,Ian C. Wincy,Male,Player,DF,GK,Forest,Breach,663,0.0
1951,Giraffe,Bandy Horsman,Male,Player,MF,DF,Mountain,Breach,667,0.0
1952,Gavial,Ali Caiman,Male,Player,FW,MF,Wind,Justice,666,0.0
1953,Papillon,Chris Ellis,Male,Player,DF,FW,Wind,Bond,663,0.0
1954,Rococo Ulpa,Hector Helio,Male,Player,GK,MF,Mountain,Counter,674,0.0
1955,Rococo Ulpa,Hector Helio,Male,Player,GK,MF,Mountain,Counter,674,0.0
1956,Windy Fasta,Zephyr Vitesse,Male,Player,DF,MF,Wind,Justice,671,0.0
1957,Walter Mountain,Walter Mountain,Male,Player,DF,MF,Mountain,Justice,663,0.0
1958,Ginny Gano,Jimi Gaines,Male,Player,DF,MF,Forest,Counter,663,0.0
1959,Marron Ian,Ian Ferrum,Male,Player,DF,MF,Fire,Rough Play,663,0.0
1960,Cynti Hampa,Quint Hampton,Male,Player,MF,DF,Wind,Rough Play,667,0.0
1961,Yume Lindsey,Yasir Haddad,Male,Player,MF,FW,Forest,Rough Play,667,0.0
1962,Keat Raiand,Keith Ryan,Male,Player,MF,FW,Fire,Counter,667,0.0
1963,Maxi Kuu,Maximino Cruz,Male,Player,MF,FW,Wind,Counter,667,0.0
1964,Gauche Flare,Gareth Flare,Male,Player,FW,MF,Fire,Tension,672,0.0
1965,Drago Hill,Drago Hill,Male,Player,FW,MF,Forest,Justice,665,0.0
1966,Kane Saito,Keenan DiFortune,Male,Player,GK,MF,Forest,Breach,656,0.0
1967,Maccall Kisalla,Jarell Mangrove,Male,Player,DF,FW,Fire,Bond,663,0.0
1968,Meiger Nathan,Vic Vitrum,Male,Player,MF,FW,Mountain,Counter,667,0.0
1969,Ryu Scale,Li Leung,Male,Player,MF,DF,Wind,Bond,672,0.0
1970,Skid Woo,Jazzy Hedgeer,Male,Player,FW,MF,Fire,Tension,666,0.0
1971,Daisuke Araya,David Arrows,Male,Manager,GK,DF,Mountain,Justice,656,0.0
1972,Rajji Paala,Roger Pialat,Male,Player,GK,MF,Forest,Rough Play,656,0.0
1973,Kevin Pino,Kevin Pinot,Male,Player,DF,MF,Fire,Rough Play,663,0.0
1974,Miguel Aron,Michaël Aron,Male,Player,DF,MF,Forest,Bond,663,0.0
1975,Franz Pujol,Francis Poujol,Male,Player,DF,GK,Wind,Counter,663,0.0
1976,Pierre Godin,Pierre Godin,Male,Player,DF,FW,Wind,Rough Play,663,0.0
1977,Roland Pérec,Roland Pérec,Male,Player,MF,DF,Forest,Counter,667,0.0
1978,Julian Rousseau,Julien Rousseau,Male,Player,MF,FW,Mountain,Rough Play,672,0.0
1979,Stefan Eno,Stéphane Hinault,Male,Player,MF,FW,Fire,Bond,667,0.0
1980,Ronny Weiss,Romuald Huysmans,Male,Player,MF,FW,Wind,Justice,667,0.0
1981,Jerome Elois,Jérôme Hervaud,Male,Player,FW,MF,Fire,Tension,666,0.0
1982,Alan Fario,Alain Favreau,Male,Player,FW,MF,Fire,Bond,666,0.0
1983,Émile Lazano,Émile Lazare,Male,Player,GK,FW,Mountain,Counter,656,0.0
1984,André Panzo,André Pinson,Male,Player,DF,MF,Fire,Counter,663,0.0
1985,Jean Gutain,Jean Gutain,Male,Player,DF,MF,Forest,Rough Play,663,0.0
1986,Claude Moreau,Claude Moreau,Male,Player,MF,DF,Wind,Tension,667,0.0
1987,Michel Morland,Michel Morland,Male,Player,FW,DF,Wind,Breach,666,0.0
1988,Fermín Sánchez,Fermín Sánchez,Male,Player,GK,DF,Fire,Counter,656,0.0
1989,José Costa,José Costa,Male,Player,DF,MF,Wind,Tension,663,0.0
1990,Rafael López,Rafael López,Male,Player,DF,MF,Forest,Counter,663,0.0
1991,Antonio Galius,Antonio Gallego,Male,Player,DF,GK,Mountain,Justice,663,0.0
1992,Queraldo Naval,Queraldo Naval,Male,Player,DF,MF,Mountain,Breach,671,0.0
1993,Joan Nadal,Juan Nadal,Male,Player,MF,DF,Forest,Tension,667,0.0
1994,Igor Freire,Igor Ferreira,Male,Player,MF,DF,Fire,Tension,667,0.0
1995,Pedro Moreno,Pedro Moreno,Male,Player,MF,DF,Wind,Rough Play,667,0.0
1996,Mikel Pereiro,Miguel Pereira,Male,Player,MF,FW,Wind,Bond,667,0.0
1997,Samuel Mayo,Samuel Mayo,Male,Player,FW,MF,Mountain,Bond,665,0.0
1998,Davi Peroqué,Davi Peroqué,Male,Player,FW,MF,Forest,Bond,665,0.0
1999,Juan Zubeldia,Juan Espindola,Male,Player,GK,MF,Mountain,Breach,656,0.0
2000,Isaac Cesar,Isaac César,Male,Player,FW,MF,Wind,Tension,665,0.0
2001,Laudelino Sastre,Laudelino Castor,Male,Player,DF,MF,Forest,Bond,663,0.0
2002,Carlos Arroyo,Carlos Arroyo,Male,Player,MF,DF,Mountain,Tension,667,0.0
2003,Federico Rubiera,Federico Rubiera,Male,Player,FW,MF,Fire,Counter,666,0.0
2004,Torsten Berger,Thorsten Welger,Male,Player,GK,DF,Forest,Counter,656,0.0
2005,Alexander Hausen,Alexander Hausen,Male,Player,DF,FW,Fire,Counter,663,0.0
2006,Heinrich Fritz,Heinrich Farber,Male,Player,DF,FW,Wind,Justice,663,0.0
2007,Kurt Zabel,Kurt Zawel,Male,Player,DF,MF,Forest,Bond,663,0.0
2008,Luca Schmidt,Lukas Schmidt,Male,Player,DF,MF,Mountain,Breach,663,0.0
2009,Theodor Ulrich,Theodor Ulrich,Male,Player,MF,DF,Mountain,Counter,667,0.0
2010,Jan Oldeno,Jan Oster,Male,Player,MF,DF,Forest,Tension,667,0.0
2011,Niklas Kaster,Niklas Kuster,Male,Player,MF,FW,Fire,Breach,667,0.0
2012,Jonas Pollack,Jonas Polk,Male,Player,MF,FW,Wind,Tension,667,0.0
2013,Maximilian Miratz,Maximilian Müller,Male,Player,FW,MF,Wind,Breach,665,0.0
2014,Peter Nimke,Peter Naumann,Male,Player,FW,MF,Fire,Counter,665,0.0
2015,Gerald Enders,Gerhard Enders,Male,Player,GK,DF,Wind,Counter,656,0.0
2016,Erwin Volz,Erwin Völz,Male,Player,FW,MF,Mountain,Breach,665,0.0
2017,Jens Hoffman,Jens Hoffman,Male,Player,FW,DF,Forest,Tension,665,0.0
2018,Ernst Frodeno,Ernst Fliedner,Male,Player,MF,DF,Fire,Rough Play,667,0.0
2019,Manuel Evers,Emmanuel Ewerz,Male,Player,DF,MF,Wind,Justice,663,0.0
2020,Zolani Baloi,Zolani Baloi,Male,Player,GK,DF,Mountain,Tension,656,0.0
2021,Dinga Figlan,Dakarai Furman,Male,Player,DF,MF,Fire,Tension,663,0.0
2022,Jake Fana,Jake Fana,Male,Player,DF,MF,Fire,Bond,663,0.0
2023,Muzonge Ledwaba,Masego Molelo,Male,Player,DF,MF,Forest,Justice,663,0.0
2024,Cassius Tobela,Cassius Tobler,Male,Player,DF,FW,Forest,Rough Play,663,0.0
2025,Asor Norkia,Anton Nortje,Male,Player,MF,DF,Mountain,Tension,667,0.0
2026,Abari Malinga,Adam Marunga,Male,Player,MF,DF,Wind,Bond,667,0.0
2027,Reggie Ines,Reggie Ines,Male,Player,MF,DF,Wind,Bond,667,0.0
2028,Sullani Mulongo,Siyabonga Mahlangu,Male,Player,MF,DF,Fire,Justice,667,0.0
2029,Natal Tzola,Nathan Tswane,Male,Player,FW,MF,Wind,Justice,666,0.0
2030,Muralmli Zamani,Melisizwe Zamani,Male,Player,FW,MF,Fire,Breach,666,0.0
2031,Hezekiel  De Villiers,Herschel De Villiers,Male,Player,FW,MF,Fire,Justice,665,0.0
2032,Mbulelo Tsimba,Moeneeb Booysen,Male,Player,DF,MF,Wind,Tension,663,0.0
2033,Kenede Murobedzi,Kennedy McCarthy,Male,Player,DF,MF,Forest,Justice,663,0.0
2034,Hugh Makeba,Hugh Makebe,Male,Player,GK,DF,Mountain,Counter,656,0.0
2035,Themba Sepeng,Themba Sepeng,Male,Player,MF,DF,Fire,Bond,667,0.0
2036,Enorel,Anorel,Male,Player,GK,MF,Forest,Breach,656,0.0
2037,Nenel,Nenel,Male,Player,DF,MF,Fire,Counter,672,0.0
2038,Genel,Genel,Male,Player,DF,MF,Mountain,Justice,663,0.0
2039,Ekadel,Ekadel,Male,Player,DF,MF,Wind,Counter,663,0.0
2040,Elfel,Lephiel,Male,Player,DF,MF,Mountain,Tension,672,0.0
2041,Sachinel,Sachinel,Male,Player,MF,FW,Mountain,Breach,667,0.0
2042,Wynel,Wenel,Male,Player,MF,DF,Fire,Justice,672,0.0
2043,Aiel,Ientel,Female,Player,MF,DF,Forest,Bond,667,0.0
2044,Enuel,Nuel,Male,Player,MF,DF,Forest,Counter,667,0.0
2045,Gyuel,Gaiel,Female,Player,FW,MF,Wind,Counter,671,0.0
2046,Sein,Sanctus,Male,Player,FW,MF,Forest,Justice,682,0.0
2047,Astaroth,Astaroth,Male,Player,GK,MF,Fire,Counter,667,0.0
2048,Belzeb,Bael,Male,Player,DF,MF,Mountain,Justice,672,0.0
2049,Abigor,Abigor,Male,Player,DF,MF,Wind,Rough Play,663,0.0
2050,Hevymoth,Behemoth,Male,Player,DF,MF,Forest,Rough Play,663,0.0
2051,Belial,Belial,Male,Player,DF,MF,Wind,Breach,663,0.0
2052,Mephisto,Malphas,Male,Player,MF,DF,Wind,Counter,672,0.0
2053,Glasya,Glasya,Male,Player,MF,DF,Mountain,Bond,667,0.0
2054,Barbatos,Jezebeth,Female,Player,MF,DF,Fire,Rough Play,667,0.0
2055,Arachnes,Arachne,Female,Player,MF,DF,Fire,Rough Play,667,0.0
2056,Satanathos,Thanatos,Male,Player,FW,MF,Forest,Tension,671,0.0
2057,Desta,Destra,Male,Player,FW,MF,Mountain,Tension,692,0.0
2069,Zagomel Zande,Lars Luceafăr,Male,Player,GK,MF,Mountain,Tension,667,0.0
2070,Gebo Trungus,Lump Trungus,Male,Player,DF,MF,Fire,Counter,672,0.0
2071,Bubo Trungus,Bump Trungus,Male,Player,DF,MF,Wind,Rough Play,672,0.0
2072,Sandayu Mishima,Oni Triumvir,Male,Player,MF,DF,Forest,Breach,672,0.0
2073,Drache Gunter,Drachen Gunther,Male,Player,MF,DF,Fire,Rough Play,672,0.0
2074,Mistrene Callus,Mystral Callous,Male,Player,FW,MF,Mountain,Bond,671,0.0
2075,Daikko Buka,Radd Ischer,Male,Player,DF,MF,Forest,Counter,672,0.0
